,Time,CGM,Meal,Insulin_Basal,Insulin_Bolus
35,2018-01-01 01:48:00,145.28500978758615,30.0,0.05,5.984372603052297
36,2018-01-01 01:51:00,143.5913868276534,0.0,0.05,0.0
37,2018-01-01 01:54:00,142.29367058276233,0.0,0.05,0.0
38,2018-01-01 01:57:00,141.31993345378925,0.0,0.05,0.0
39,2018-01-01 02:00:00,140.71020629667512,0.0,0.05,0.0
40,2018-01-01 02:03:00,140.61649917992779,0.0,0.05,0.0
41,2018-01-01 02:06:00,141.23597017864245,0.0,0.05,0.0
42,2018-01-01 02:09:00,142.77167121650504,0.0,0.05,0.0
43,2018-01-01 02:12:00,145.3354228366643,0.0,0.05,0.0
44,2018-01-01 02:15:00,148.73845784082584,0.0,0.05,0.0
45,2018-01-01 02:18:00,152.4711743869463,0.0,0.05,0.0
46,2018-01-01 02:21:00,155.9083459137733,0.0,0.05,0.0
47,2018-01-01 02:24:00,158.51562136177535,0.0,0.05,0.0
48,2018-01-01 02:27:00,161.36256633263702,0.0,0.05,0.0
49,2018-01-01 02:30:00,165.72858678590205,0.0,0.05,0.0
50,2018-01-01 02:33:00,168.77678903103617,0.0,0.05,0.0
51,2018-01-01 02:36:00,170.54124257665705,0.0,0.05,0.0
52,2018-01-01 02:39:00,171.1006166666126,0.0,0.05,0.0
53,2018-01-01 02:42:00,170.5537627281767,0.0,0.05,0.0
54,2018-01-01 02:45:00,169.00350460956338,0.0,0.05,0.0
55,2018-01-01 02:48:00,166.5466766424333,0.0,0.05,0.0
56,2018-01-01 02:51:00,163.2686136279499,0.0,0.05,0.0
57,2018-01-01 02:54:00,159.24065853409647,0.0,0.05,0.0
58,2018-01-01 02:57:00,154.53349698405168,0.0,0.05,0.0
59,2018-01-01 03:00:00,149.28719218424374,0.0,0.05,0.0
60,2018-01-01 03:03:00,143.75411088113094,0.0,0.05,0.0
61,2018-01-01 03:06:00,138.20334688306477,0.0,0.05,0.0
62,2018-01-01 03:09:00,132.89461445369915,0.0,0.05,0.0
63,2018-01-01 03:12:00,128.0540001897621,0.0,0.05,0.0
64,2018-01-01 03:15:00,123.74623507048872,0.0,0.05,0.0
65,2018-01-01 03:18:00,119.79845685199845,0.0,0.05,0.0
66,2018-01-01 03:21:00,115.98369856932857,0.0,0.05,0.0
67,2018-01-01 03:24:00,112.08183036925973,0.0,0.05,0.0
68,2018-01-01 03:27:00,107.91926676905163,0.0,0.05,0.0
69,2018-01-01 03:30:00,103.5335156182422,0.0,0.05,0.0
70,2018-01-01 03:33:00,99.279481282594,0.0,0.05,0.0
71,2018-01-01 03:36:00,95.57801063918589,0.0,0.05,0.0
72,2018-01-01 03:39:00,92.84518489119215,0.0,0.05,0.0
73,2018-01-01 03:42:00,91.43060224880122,0.0,0.05,0.0
74,2018-01-01 03:45:00,91.30281126930545,0.0,0.05,0.0
75,2018-01-01 03:48:00,91.8607254341896,0.0,0.05,0.0
76,2018-01-01 03:51:00,92.37607097196963,0.0,0.05,0.0
77,2018-01-01 03:54:00,92.12006463967586,0.0,0.05,0.0
78,2018-01-01 03:57:00,90.44178690051092,0.0,0.05,0.0
79,2018-01-01 04:00:00,87.15870012335928,0.0,0.05,0.0
80,2018-01-01 04:03:00,82.79098470979775,0.0,0.05,0.0
81,2018-01-01 04:06:00,78.01524470789624,0.0,0.05,0.0
82,2018-01-01 04:09:00,73.5084676855203,0.0,0.05,0.0
83,2018-01-01 04:12:00,69.88687914192276,0.0,0.05,0.0
84,2018-01-01 04:15:00,67.39999745446461,0.0,0.05,0.0
85,2018-01-01 04:18:00,65.74706542333311,0.0,0.05,0.0
86,2018-01-01 04:21:00,64.50542326524912,0.0,0.05,0.0
87,2018-01-01 04:24:00,63.25290049704374,0.0,0.05,0.0
88,2018-01-01 04:27:00,61.596173523353784,0.0,0.05,0.0
89,2018-01-01 04:30:00,59.31255818635999,0.0,0.05,0.0
90,2018-01-01 04:33:00,56.43508477967893,0.0,0.05,0.0
91,2018-01-01 04:36:00,53.053984719325115,0.0,0.05,0.0
92,2018-01-01 04:39:00,49.2599755524789,0.0,0.05,0.0
93,2018-01-01 04:42:00,45.14426845504834,0.0,0.05,0.0
94,2018-01-01 04:45:00,41.1897409038348,0.0,0.05,0.0
95,2018-01-01 04:48:00,39.0,0.0,0.05,0.0
96,2018-01-01 04:51:00,39.0,0.0,0.05,0.0
97,2018-01-01 04:54:00,39.0,0.0,0.05,0.0
98,2018-01-01 04:57:00,39.0,0.0,0.05,0.0
99,2018-01-01 05:00:00,39.0,0.0,0.05,0.0
100,2018-01-01 05:03:00,39.0,0.0,0.05,0.0
101,2018-01-01 05:06:00,39.0,0.0,0.05,0.0
102,2018-01-01 05:09:00,39.0,0.0,0.05,0.0
103,2018-01-01 05:12:00,39.0,0.0,0.05,0.0
104,2018-01-01 05:15:00,39.0,0.0,0.05,0.0
105,2018-01-01 05:18:00,39.0,0.0,0.05,0.0
106,2018-01-01 05:21:00,39.1527742748436,0.0,0.05,0.0
107,2018-01-01 05:24:00,39.42616202827914,0.0,0.05,0.0
108,2018-01-01 05:27:00,39.24122695718387,0.0,0.05,0.0
109,2018-01-01 05:30:00,39.0,0.0,0.05,0.0
110,2018-01-01 05:33:00,39.0,0.0,0.05,0.0
111,2018-01-01 05:36:00,39.0,0.0,0.05,0.0
112,2018-01-01 05:39:00,39.0,0.0,0.05,0.0
113,2018-01-01 05:42:00,40.094979530430024,0.0,0.05,0.0
114,2018-01-01 05:45:00,44.497692152615606,0.0,0.05,0.0
115,2018-01-01 05:48:00,51.324625863241835,0.0,0.05,0.0
116,2018-01-01 05:51:00,58.29614512665574,0.0,0.05,0.0
117,2018-01-01 05:54:00,64.13727199222932,0.0,0.05,0.0
118,2018-01-01 05:57:00,67.6728145530003,0.0,0.05,0.0
119,2018-01-01 06:00:00,68.4823397529278,0.0,0.05,0.0
